id,title,authors,venue,year
ImADir74KWIJ,"Query and mining data streams: You only get one look, in Ã¢??VLDBÃ¢??02","M Garofalakis, J Gehrke, R Rastogi","Proceedings of the 25th International Conference on Very  &hellip;,",N/A
S6PWjHRFORYJ,Querying and mining data streams: you only get one look a tutorial,"MN Garofalakis, J Gehrke, R Rastogi","SIGMOD Conference,",2002
YkSTcehl8o4J,Query and mining data streams: You only get one look,"M Garofalakis, J Gehrke, R Rastogi",N/A,N/A
5uvR4kU1UOoJ,XTRACT: A System for Extracting Document Type Descriptors from XML Documents,"M Garofalakis, A Gionis, R Rastogi, S Seshadri, K  ","SIGMOD Conference,",2000
Kw_1o5V8Ot4J,XTRACT: A system for extracting document type descriptors from XML documents,"A Gionis, M Garofalakis, R Rastogi, S Seshadri, K  ","Proc. of ACMSIGMOD 2000 International Conference on  &hellip;,",N/A
6lvBOS-XO3EJ,"Multi-dimensional resource scheduling for parallel queries In SIG MOD conference ACM, May 1996","M Garofalakis, Y Ioannidis",To,N/A
MfPbk62EdyQJ,Multi-dimensional Resource Scheduling for Parallel Queries,"MN Garofalakis, YE Ioannidis","SIGMOD Conference,",1996
SqECOHtHVaAJ,Multi-Resource Parallel Query Scheduling and Optimization,"MN Garofalakis, YE Ioannidis",N/A,N/A
jC39CJrWKr8J,The SAMOS Active DBMS Prototype,S Gatziu,N/A,N/A
NU4yPbIkZpsJ,The SAMOS Active DBMS Prototype (Demonstration),"S Gatziu, A Geppert, KR Dittrich",Proc. ACM SIGMOD IntÃ¢??l Conf. on Management of,N/A
RvtHXIfsMasJ,The SAMOS Active DBMS Prototype.,"ACMS Anthology, P Edition",N/A,N/A
9mbr0dyW1NgJ,A Toolkit for Negotiation Support Interfaces to Multi-Dimensional Data,"M Gebhardt, M Jarke","SIGMOD Conference,",1997
ks4Wxa8dHNIJ,A toolkit for negotiation support on multidimensional data,"M Gebhardt, M Jarke, S Jacobs","Proceedings of ACM SIGMOD International Conference on  &hellip;,",N/A
zbxsamf4QY8J,CoDecideÃ¢?? a toolkit for negotiation support interfaces to multi-dimensional data,"M Gebhardt, M Jarke, S Jacobs",Proc. ACM-SIGMOD Conf. Management of,N/A
f6JFkfhawW8J,On Computing Correlated Aggregates Over Continual Data Streams,"J Gehrke, F Korn, D Srivastava","SIGMOD Conference,",2001
KIp3KSU4whsJ,On Computing Correlated Aggregates over Continual Data Streams Databases,"J Gehrke, F Korn, D Srivastava",Proc. of the 2001 ACM SIGMOD Intl. Conf. on Management of ,N/A
tOTe7iddlmMJ,On computing correlated aggregates over continuous data streams,"J Gehrke, F Korn, D Srivastava",N/A,N/A
2Nl65Vp7bxUJ,Infomaster: An Information Integration System,"MR Genesereth, AM Keller, OM Duschka",N/A,N/A
V1GBio3oeqMJ,"Infomaster: An Information Integration System&quot;, in proceedings of 1997 ACM SIGMOD Conference","MR Genesereth, AM Keller, O Duschka",N/A,1997
vRxd72o2PdoJ,0. Duschka. Infomaster: An Information Integration System,"M Genesereth, A Keller","Proc. SIGMOD Conference,",N/A
Ah9B3bWU0jEJ,Secure Transaction Processing in Firm Real-Time Database Systems,"B George, J Haritsa","SIGMOD Conference,",1997
B7Mw8CQYZTEJ,Secure Processing in Real-Time Database Systems,"B George, J Haritsa","Proc. of ACM SIGMOD Conf,",N/A
b9F3YB4bHxQJ,Secure Transaction Processing in Real-Time Database Systems,"B George, J Haritsa","Proc. of ACM SIGMOD Conf, May,",N/A
Cha3zvFBfDsJ,Informix Online XPS,B Gerber,N/A,N/A
wlxZ0FqTy_MJ,Informix On Line XPS,B Gerber,Proceedings of the 1995 ACM SIGMOD International Conference ,N/A
99N4rXNdaqMJ,Selectivity Estimation using Probabilistic Models,"L Getoor, B Taskar, D Koller",N/A,N/A
bvdJYU3xG_YJ,Using probabilistic models for selectivity estimation,"L Getoor, B Taskar, D Koller",Proceedings of ACM SIGMOD International Conference on ,N/A
4EgMtIywBRUJ,New Sampling-Based Summary Statistics for Improving Approximate Query Answers,"PB Gibbons, Y Matias","SIGMOD Conference,",1998
7jANIPngJrIJ,MatiasY. New Sampling-Based Summary Statistics for Improving Approximate Query Answers,PB Gibbons,Proc. 1998 ACM SIGMOD International Conference on Management,N/A
GEBNdHM0xSgJ,New sampling-based summary statistics for improving approximate query answers. pages 331--342,"PB Gibbons, Y Matias",N/A,1998
HrdG_-EcnP8J,New sampling-based summary statistics for improving approximate query answers. ACM SIGMOD Int,M Gibbons,Conference on Management of Data,N/A
x4HkJDEYFmYJ,New Sampling-based Summary Statistics for Improving Approximate Query Processing,"PB Gibbons, Y Matias","Proceeding of ACM SIGMOD Conference, Seattle, WA, USA, June,",N/A
28mTFsC-KCIJ,Dennis Tsichritzis Data Modeling of TimeÃ¢??Based Media to appear in sigmod 94,"S Gibbs, C Breiteneder",available via ftp from cui. unige.,N/A
6oKFObEbS5oJ,"Data Modeling of Time-Based Media, in sigmod 94","S Gibbs, C Breiteneder, D Tsichritzis",available via ftp from cui. unige.,N/A
6xazkGA_aewJ,Modeling time-based media,"S Gibbs, C Breiteneder, D Tsichritzis","The handbook of multimedia information management table of  &hellip;,",1997
cRvuoTzIXRYJ,andD. Tscichritzis. Datamodeling of time-based media,"S Gibbs, C Breiteneder",Proc. of ACM,N/A
iS9rQqelSjMJ,Data Modeling of Time-Based Media,"S Gibbs, C Breiteneder, D Tsichritzis","SIGMOD Conference,",1994
sZifEczLuOUJ,"Data modeling of Time-Based MediaÃÂ», the proceedings of the ACM-SIGMOD 1994","S Gibbs, C Breiteneder, DC Tsichritzis",Conference on Management,N/A
vfTH6FzOpDAJ,Data modeling of time-based media. In: Proceedings of the 1994 ACM SIGMOD International Conference  ,"S Gibbs, C Breiteneder, D Tsichritzis",N/A,1994
3bYCefUMXr8J,A Goal-driven Auto-Configuration Tool for the Distributed Workflow Management System Mentor-lite ( ,"M Gillmann, J Weissenfels, G Shegalov, W Wonner, G ","ACM SIGMOD Conf. on Modeling of Data (SIGMOD), Dallas, Texas,",N/A
L61_1TEGBLYJ,A Goal-driven Auto-Configuration Tool for the Distributed Workflow Management System Mentor-lite,"M Gillmann, J Weissenfels, G Shegalov, W Wonner, G ","SIGMOD Conference,",2000
idT5wOZXM-wJ,Workflow management with service quality guarantees,M Gillmann,N/A,N/A
Pbjz4-UPrZ8J,Workflow management with service quality guarantees (sigmod02),"M Gillmann, G Weikum, W Wonner",SIGMOD,N/A
D0EVu0EZM-UJ,Languages for Multi-database Interoperability.,"ACMS Anthology, P Edition",N/A,N/A
hlbdfqaXdkAJ,Languages for multi-database interoperability,"F Gingras, LVS Lakshmanan, IN Subramanian, D  ","Proceedings of the 1997 ACM SIGMOD international conference  &hellip;,",1997
k6JBnh7YxPYJ,Languages for Multi-database Interoperability,"G Frederic, VS Lakshmanan Laks, N Subramaman Iyer, ","PTOC. of the ACM SIGMOD, Tucson, Arizona, May,",N/A
f5cqkpUXl0kJ,Secure and Portable Database Extensibility,"M Godfrey, T Mayr, P Seshadri, T Von Eicken","SIGMOD RECORD,",1998
#NAME?,Secure andPortableDatabaseExtensibility,"M Godfrey, T Mayr, P Seshadri, T von Eicken",Proc. ACM SIGMOD,N/A
_Vn4nSui5UMJ,Query Optimization: Reordering for a general Class of Queries,"P Goel, B Iyer",ACM SIGMOD Intl. Conf. on Management of Data ,N/A
hD6w1eBfjWcJ,SQL Query Optimization: Reordering for a General Class of Queries,"P Goel, B Iyer","SIGMOD Conference,",1996
uJj9OgotYeEJ,Things Every Update Replication Customer Should Know,R Goldring,"SIGMOD RECORD,",1995
url:http://portal.acm.org/citation.cfm%3Fid%3D223784.223865%26dl%3Dportal%26dl%3DACM%26type%3Dseries%26idx%3D223784%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,Things every update replication customer should know (abstract),R Goldring,"Proceedings of the 1995 ACM SIGMOD international conference  &hellip;,",1995
dxvwQEOjBJQJ,Optimizing queries using materialized views,"J Goldstein, PA Larson",N/A,2001
xufwWHmOf6IJ,"Optimizing Queries Using Materialized Views: A Practical, Scalable Solution","J Goldstein, PA Larson","SIGMOD Conference,",2001
1QvhrpZ7KBgJ,Sybase Replication Server,"A Gorelik, Y Wang, M Deppe",N/A,N/A
h10FxbLW6zAJ,Sybase Replication Server,"AGY Wang, M Deppe",N/A,N/A
X2URoOMjJv4J,The Sybase Replication Server Project,"Y Wang, J Chiao, V Nori","LECTURE NOTES IN COMPUTER SCIENCE,",1993
D-1jnVnmWnQJ,Picture Programming Project.,"ACMS Anthology, P Edition",N/A,N/A
OcGPxRYxbsUJ,Picture Programming Project,"N Goyal, C Hoch, R Krishnamurthy, B Meckler, M  ",N/A,N/A
1xxRTUP64bwJ,a-Molina und A. Paepcke: STARTS: Stanford Proposal for Internet Meta-Searching,"L Gravano, CCK Chang, H Garc","Proc. of the 1997 ACM SIGMOD Int. Conference on Management  &hellip;,",N/A
8jTTpoQc2RkJ,Starts: Stanford proposal for internet meta-searching,"HGMAP Luis, CCKC Gravano","Technical report, Stanford University,",N/A
FHEK09LJKfwJ,Stanford Proposal for Internet Meta-Searching,"L Gravano, KCC Chang, H Garcia-Molina, A Paepcke","Proceedings of the 1997 ACM SIGMOD Conference,",N/A
hs8rOlHD4K4J,STARTS: Stanford Proposal for Internet Meta-Searching,"L Gravano, CCK Chang, A Paepcke","SIGMOD REC,",1997
IVXOHTW5Lt0J,"K., Garcia-Molina, H., and Paepcke, A.(1997). STARTS: Stanford proposal for internet metasearching","L Gravano, CC Chang",ACM SIGMOD Int. Conf. on Management of,N/A
PsoYENGEh9cJ,STARTS: Stanford Proposal for Internet Meta-Searching (Experience Paper),"L Gravano, KCC Chang, H Garcia-Molina, A Paepcke","SIGMOD Conference,",N/A
sBVErKh0FqMJ,STARTS: Stanford Proposal for Internet Meta-Searching,"CCK Chang, L Gravano, H Garcia-Molina, A Paepcke","Proc. of the 1997 ACM Intl. SIGMOD Conference,",N/A
yfb8p_tlSlsJ,"Change, K., Garcia-Molina, H., Paepcke, A.: STARTS Stanford Proposal for Internet Meta-Searching",L Fravano,Proceedings of the ACM-SIGMOD International Conference on ,N/A
81oh7EDAYeoJ,The effectiveness of GlOSS for the text database recovery problem,"L Gravano, H Garcia-Molina, A Tomasic","Proc. of the ACM SIGMOD Conference, Minneapolis, Minnesota,",N/A
H6fWl-cSuY4J,The Effectiveness of GlOSS for the Text Database Discovery Problem,"L Gravano, H Garcia-Molina, A Tomasic","SIGMOD Conference,",1994
iwS7dFGYcyEJ,The Effective of GLOSS for The Text Database Discovery Problem,"HGOMS LuisGravano, A Tomasic","Proc. of The ACM SIGMOD Conference, ACM Sigmod Record,",N/A
mO77XJl45iEJ,"Garc ÃÂ± A-Molina, H., AND Tomasic, A. 1994. The effectiveness of GlOSS for the text database  ",L Gravano,Proceedings of the 1994 ACM SIGMOD International Conference ,N/A
nAJnhh70_0kJ,The efficiency of gloss for the text database discovery problem,"L Gravano, H Garcia-Molina, A Tomasic",N/A,1993
OYFpMlm5yCQJ,"H. Garc a-Molina, and A. Tomasic. The eectivenessof GlOSS for thetext-databasediscoveryproblem",L Gravano,"Proceedings of the 1994 ACM SIGMOD Conference, May,",N/A
sk7DIwcSZrwJ,The Efficacy of GlOSS for the Text Database Discovery Problem,"L Gravano, A Tomasic",N/A,N/A
VxiP2MuiMM0J,The E ectiveness of GlOSS for Text Database Discovery Problem,"L Gravano, H Garcia-Molina, A Tomasic",Proceedings of the ACM,N/A
We2mw93oKL4J,The Effectiveness of Gloss for the Text Database Discovery Problems,"LGH Garcia-Molina, A Tomasic","i&gt; Proc. SIGMod Conf.,&lt;/i&gt; ACM Press, New York,",N/A
z26H2tQo7bkJ,The effectiveness of gloss for the text database discovery problem. 1994,"L Gravano, HG Molina, A Tomasic","Proceedings of the 1994 ACM SIGMOD International Conference  &hellip;,",N/A
_EUlTfqD0q0J,"POÃ¢??Neil, and D. Shasha. The Dangers of Replication and a Solution","J Gray, P Helland","ACM SIGMOD Conf. on Management of Data, Canada,",N/A
_pjwP11t_y8J,aDSP OÃ¢??Neil. The dangers of replication and a solution,"JN Gray, P Helland",Proceedings of the 1996 ACM SIGMOD International Conference ,N/A
3mFpWorR_ucJ,"p. O'Neil, and D. Shasha,Ã¢??The Dangers of Replications and a Solution,Ã¢??","J Gray, P Helland","Proceedings of the 1996 ACM SIGMOD international conference  &hellip;,",N/A
5cw83MyqYrMJ,The Dangers of Replication and a Solution,"D Shasha, PO'Neil, J Gray, P Helland",N/A,N/A
92XgZkibRYwJ,D angers of replication and a solution,"J Gray, P Helland, POÃ¢??Neil, D Shasha","Int. Conf. on Management of Data (SIGMOD),",N/A
cS8_6Qp-JYUJ,and D. Shasha P. OÃ¢??Neil. The dangers of replication and a solution,"JN Gray, P Helland",Proceedings of the 1996 ACM SIGMOD International Conference ,N/A
dRwl6kpDBjEJ,The Dangers of Replication and a Solution,"J Gray, P Helland","SIGMOD Conference,",1996
GFJeoxHwEnkJ,The Dangers of Replication,"J Gray, P Helland, POÃ¢??Neil, D Shasha","Proceedings of the 1996 ACM SIGMOD International Conference  &hellip;,",N/A
iKmQWoUYl-0J,The dangers of replication and a solution,"JG SI, P Helland, P ONeil, D Shasha","Proceedings 1996 SIGMOD Conference,",N/A
imwZsCcZvFQJ,"The Danger of Replication and a Solution, ACM SIGMOD Int","J Gray, P Helland, POÃ¢??Neil, D Shasha","Conf on Management of Data, Montreal, June,",N/A
J_QkWJ4HlOUJ,"OÃÂ¢Ã¢?Â¬Ã¢?Â¢ Neil PE, Shasha D. The dangers of replication and a solution","J Gray, P Helland","Proceedings of the 1996 ACM SIGMOD International Conference  &hellip;,",N/A
jH3KeKroDfQJ,"PO'Neil and D. Shasha, 1997. The Dangers of Replication and a Solution","J Grey, P Helland",Proc. ACM,N/A
M5jLOXpuFacJ,The danger of replicationand a solution,"J Gray, P Helland, PO'Neil, D Shasha","ACM SIGMOD Int. Conf on Management of Data, Montreal, June,",N/A
Mopy3Yg3i60J,The Danger of Replication and a solution,"J Gary, P Helland, PO'Neil, D Shasha","Procs. of ACM SIGMOD International Conf. on Management of  &hellip;,",N/A
OLt5pqtQf3YJ,Dennis Shasha-The Dangers of Replication and a Solution-,"J Gray, P Helland, POÃ¢??Neil","Proceedings of the 1996 ACM SIGMOD International Conference  &hellip;,",N/A
pDjbDK0ZzsMJ,"Neil, and D. Shasha. The Dangers of Replication and a Solution","J Gray, P Helland, P OÃÂ¢",Proceedings of the ACM SIGMOD,N/A
t2B4EAmKqnAJ,The Danger of Replication and a Solution,"G Jim, H Pat, O Patrick, S Dennis",Procs. of ACM SIGMOD International Conf. on Management of ,N/A
bbWXEbBUueYJ,Quickly Generating Billion-Record Synthetic Databases,"S Englert, PJ Weinberger",N/A,N/A
JT61IMQEZ-QJ,Quickly Generating Billion-Record Synthetic Databases,"P Sundaresan, K Baclawski, S Englert, J Gray",N/A,N/A
SG9kpHg_arUJ,Quickly Generating Billion-Record Synthetic Databases,"J Gray, P Sundaresan, S Englert","SIGMOD Conference,",1994
8but_7FuryIJ,Space-Efficient Online Computation of Quantile Summaries,"M Greenwald, S Khanna","SIGMOD Conference,",2001
zlHamuvyxIwJ,Space-efficientonline computation of quantile summaries,MGS Khanna,"Proceedings of ACM SIGMOD,",N/A
6QZGeKna5lgJ,"n, L. Libkin, Incremental maintenance of views with duplicates",T Gri,"Proceedings of the ACM-SIGMOD Conference,",N/A
7xa2FxbUh2cJ,Incremental maintenance of views with duplicates,"T Grin, L Libkin","Proceedings of the 1995 ACM-SIGMOD International Conference  &hellip;,",1995
nXT3j4XaZxIJ,"Incremental maintenance of views with duplicates,&quot; in\\ Proceedings of ACM-SIGMOD International  ","T Griffin, L Libkin","San Jose, CA, May,",N/A
RuYYq5xDgNYJ,"ÃÂ¢Ã¢?Â¬ Ã?Incremental Maintenance of Views with Duplicates, ÃÂ¢Ã¢?Â¬Ã? Proc","T Griffin, L Libkin","ACM SIGMOD,",N/A
-3LAxRNpDJIJ,Accelerating XPath location steps,T Grust,N/A,N/A
F3sNx_8p3McJ,Accelerating XPath Location Steps in Any RDBMS,"T Grust, M van Keulen, J Teubner","ACM TODS,",N/A
FYfyf-SjQNIJ,Accelerated XPath location steps,T Grust,"ACM SIGMOD,",N/A
btOlpr6NZoIJ,"RastogiR., Cure A., An efficient clustering algorithm for large data bases",S Guha,"&hellip;  1998, ACM SIGMOD International Conference on Management of ",N/A
dD4qUMoxnpEJ,CURE: An Efficient Clustering Algorithm for Large Databases,"S Guha, R Rastogi, K Shim","Information Systems,",2001
Dux-7sONElwJ,CURE: An Efficient Clustering Algorithm for Large Data sets,"S Guha, R Rastogi, K Shim","Published in the Proceedings of the ACM SIGMOD Conference,",N/A
dV7p-cfTjUQJ,CURE: An efficient clustering algorithm for large database,"S Guha, R Rastogi, K Shim","Proc. ACM SIGMOD Int. Conf. on Management of Data, Seattle,  &hellip;,",N/A
eQlApCaSdEEJ,An efficient clustering for large database,"S Guha, R Rastogi, K Shim",Proceedings of the ACM SIGMOD International Conference on ,N/A
H7UayPkDxRQJ,CURE: A clustering algorithm for large databases,"S Guha, R Rastogi, K Shim","Proc. of the ACM SIGMOD Conference on Management of Data,  &hellip;,",N/A
Iom_VGC_DO8J,"CURE: An Efficient Clustering Algorithm for Largr Databases, Proceedings of ACM SIGMOD International ","S Guha, R Rastogi, K Shim",N/A,1998
iSkco-aumngJ,"R. and Shim, K. 1998. CURE: An efficient clustering algorithm for large databases","S Guha, R Rastogi",Proc. ACM SIGMOD Int. Conf. Management of Data,N/A
LoR0K8QRGkgJ,"An efficient clustering algorithm for large data bases, SIGMOD 1998","S Guha, R Rastogi, A Cure","Proceedings of ACM SIGMOD International Conference on  &hellip;,",N/A
nMzsE-ScW4MJ,"Cure: An Efficient Clustering Algorithm for Large Databases, ACM-SIGMOD Int. Conf","S Guha, R Rastogi, K Shim","Management of Data (SIGMODÃ¢??98),",N/A
oWVyLUIy9JwJ,An Efficient Clustering Algorithm for Large Databases,"S Guha, R Rastogi, KC Shim","Proceedings of the ACM SIGMOD Conference on Management of  &hellip;,",N/A
WHHfHdG_ougJ,CURE: An efficient clustering algorithm for large data databases,"S Guha, R Rastogi, K Shim","Proc. of the ACM SIGMOD,",N/A
wiE9QG5qC2wJ,CURE: An efficient algorithm for clustering large databases,"S Guha, R Rastogi, K Shim","Proceedings of ACM-SIGMOD 1998 International Conference on  &hellip;,",N/A
Y8HMa1ZZE6sJ,CURE: An Efficient Clustering Algorithm for Large Databases,"G Sudipto, R Rastogi, K Shim","Proceedings of ACM SIGMOD International Conference on  &hellip;,",N/A
YCjIP8n8UnMJ,CURE: an efficient clustering algorithm for categorical attributes,"S Guha, R Rostogi, K Shim","Proc. Of 1998 ACM-SIGMOD Int. Conf. on Management of Data,",N/A
ZStDO0kXD54J,CURE: An Efficient Algorithm for Large Databases,"S Guha, R Rastogi, K Shim","Proc. ACM SIGMOD,",N/A
#NAME?,"R. rastogi, and K. Shim. Cure: An efficient clustering algorithm for large databases",S Guha,"Proc. 1998 ACM-SIGMOD Int. Conf. Management of Data (SIGMOD &hellip;,",N/A
kneUxV6J3nQJ,A Tutorial on Time Series Similarity Measures and Time Series Indexing,"D Gunopulos, G Das",Proc. 2001,N/A
LBp-UtmfcScJ,Time series similarity search measures and time series indexing,"D Gunopoulos, G Das","Proceedings of the ACM SIGMOD,",N/A
mnUzHNE5eF0J,Time series similarity measures (tutorial PM-2),"D Gunopulos, G Das","Conference on Knowledge Discovery in Data,",2000
oYtmj53qV0UJ,Time series similarity measures and time series indexing,"D Gunopulos, G Das","Proceedings of the 2001 ACM SIGMOD international conference  &hellip;,",2001
ASfROcKWFmgJ,Approximating Multi-Dimensional Aggregate Range Queries over Real Attributes,"D Gunopulos, G Kollios, VJ Tsotras, C Domeniconi","SIGMOD Conference,",2000
VEDf7vb98i8J,Approximating Multi-Dimensional Aggregate Range Queries over Real Attributes,"C Domeniconi, D Gunopulos, G Kollios, VJ Tsotras","Proc. ACM SIGMOD,",N/A
pGix0qZ6Uz4J,Revisiting Commit Processing in Distributed Database Systems,"R Gupta, J Haritsa, K Ramamritham","SIGMOD Conference,",1997
wu0var7zLkEJ,Revisiting Commit Processing Performance in Distributed Database Systems,"R Gupta, J Haritsa, K Ramamritham","Proc. ACM SIGMOD Int&#39;l Conf. Management of Data,",N/A
2GUwicKtWTUJ,Adapting materialized views after redefinitions: Techniques and a performance study,"A Gupta, IS Mumick, J Rao, KA Ross",N/A,N/A
7ggq-jY7UEYJ,Adapting materialized views after renition,"A Gupta, IS Mumick, KA Ross","Proceedings of ACM-SIGMOD,",N/A
ELtcV7mOQDgJ,Adapting Materialized Views after Redefinitions,A Gupta,"SIGMOD Conference,",1995
InJyYTfzN50J,RossK (1995) Adaptingmaterializedviews after redefinition,MI GuptaA,N/A,N/A
6ditJPVnXAQJ,Stream Processing of XPath Queries with Predicates,"AK Gupta, D Suciu","SIGMOD Conference,",2003
BLPcDzgX3iQJ,Dan Suciu Stream Processing XPath Quedes with Predicates,AK Gupta,N/A,2003
darWCYZjZHcJ,Stream processing of XPath queries,"A Gupta, D Suciu",SIGMOD,N/A
9wQ6RWWcHRIJ,Online Query Processing: A Tutorial,"PJ Haas, JM Hellerstein","SIGMOD RECORD,",2001
PZSlVNV6e9IJ,Tutorial: Online query processing,"P Haas, JM Hellerstein","Proceedings of Sigmod, page,",N/A
tHEP1S1typgJ,Online query processing,"JM Hellerstein, PJ Haas","Proceedings of the ACM SIGMOD International Conference on  &hellip;,",N/A
bsfsN1NtuOMJ,Ripple Joins for Online Aggregation,"J Hellerstein, PJ Haas","ACM SIGMOD,",N/A
fz1XAzoKPo0J,Ripple Joins for Online Aggregation,"PJ Haas, JM Hellerstein",N/A,N/A
UHF2uPETWC8J,Ripple algorithms for online aggregation,"PJ Haas, JM Hellerstein","Proc. ACM-SIGMOD International Conference on Management of  &hellip;,",N/A
NMgExE-JRD0J,Executing SQL over encrypted data in the database-service-provider model,"H HacÃÂ±gumus, B Iyer, C Li, S Mehrotra","Proc. of ACM SIGMOD,",2002
zMRWZaFMRhQJ,"13. Lyer, C. Li, and S. Mehrotra. Executing SQL over encrypted data in the database-service-provider ",H Hacigumus,Proc. the ACM SIGMOD Intl. Con/: on Management of,N/A
2rysKgS6lugJ,Template-Based Wrappers in the TSIMMIS Experience,"J Hammer, H Garcia-Molina, S Nestorov, R Yerneni,  ",Proceedings of the ACM SIGMOD International Conference on ,N/A
ahrxo47nJtMJ,Vassalos. TemplateBasedWrappers in the TSIMMIS System,"J Hammer, S Nestorov, H Garcia-Molina, R Yerneni,  ","Proc. ACM SIGMOD Conference,",N/A
FEWg8Ea2CycJ,"SNestorov, V. VassaIos, and R. Yerneni. Templatebased wrappers in the TSIMMIS system. In Proc. ACM  ","J Hammer, M Breunig, H Garcia-Mohna","Proc. PDIS Conf,",N/A
lmhkvir9Z84J,"Vassalos, Template-Based Wrappers in the TSIMMIS System, ht tp://WWWDB","J Hammer, H Garcia-Molina, S Nestorov, R Yerneni,  ",Stanford. EDU/tsimmis/publications.,N/A
PziDM429oXQJ,Template-Based Wrappers in the TSIMMIS System.,"ACMS Anthology, P Edition",N/A,N/A
pzPZuUoWej8J,Template-based wrappers in the TSIMMIS system - group of 14 &raquo;,"J Hammer, H Garcia-Molina, S Nestorov, R Yerneni,  ","Proceedings of the 1997 ACM SIGMOD international conference  &hellip;,",1997
t9nmZzSMVAAJ,Template-based wrappers in the TSIMMIS,"J Hammer, H Garcia-Molina, S Nestorov, R Yerneni,  ","Proceedings of the 1997 ACM SIGMOD International Conference  &hellip;,",1997
uPHrOdEDjlEJ,Template-based wrappers in the TSIMMIS system (system demonstration),"J Hammer, H Garcia-Molina, S Nestorov, R Yerneni,  ","Proc. of ACM SIGMOD Conf. on Management of Data, Tucson,  &hellip;,",N/A
W0IbuSAyBcoJ,"V.,Ã¢??Template-Based Wrappers in the TSIMMIS SystemÃ¢??","J Hammer, H Garcia-Molina, S Nestorov, R Yerneni,  ",Proceedings of 23 rdACM SIGMOD International Conference on ,N/A
DlQd7WIkVF0J,Data Mining Techniques,J Han,N/A,1996
uEbdEtnaCXMJ,Conference tutorial notes: data mining techniques,J Han,Proceedings of ACM SIGMOD International,N/A
6M-fnuhWEOIJ,DBLearn: A System Prototype for Knowledge Discovery in Relational Databases - group of 7 &raquo;,"J Han, Y Fu, Y Huang, Y Cai, N Cercone","Proceedings of the 1994 ACM SIGMOD international conference  &hellip;,",1994
bJLqgUjkbNEJ,Advances of the DBLearn System for Knowledge Discovery in Large Databases,"J Han, Y Fu, S Tang",N/A,N/A
dvmROCT52KoJ,DBLearn: A system prototype for knowledge discovery in relational databases (system demonstration),"J Han, Y Fu, Y Huang, Y Cai, N Cercone","Proc. 1994 ACM-SIGMOD Conf. Management of Data, Minneapolis, &hellip;,",N/A
MqdtZ_cUxDEJ,Scalable Parallel Data Mining for Association Rules,EH HanÃ¢?Â¦,"SIGMOD Conference,",1997
NIfccqToMb8J,KumarV (1997) Scalable parallel data mining for association rules,"EH Han, G Karypis",Proc. ACM SIGMOD International Conference on Management of ,N/A
#NAME?,Scalable parallel data mining for association rules,"H Eui-Hong, G Karypis","IEEE Transactions on Knowledge and Data Engineering,",N/A
_EEZCcB1BPYJ,GeoMiner: A System Prototype for Spatial Mining,"J Han, K Koperski, N Stefanovic","Proceedings, 1997 ACM-SIGMOD International Conference on  &hellip;,",N/A
nD_Yjp9TNuIJ,GeoMiner: A System Prototype for Spatial Data Mining,"J Han, K Koperski, N Stefanovic","SIGMOD Conference,",1997
XFCkL9QhTjIJ,GeoMiner: A System Prototype for Spatial Mining,"K Koperski, J Han","Proceedings ACM-SIGMOD, Arizona,",N/A
yzL3Kfsz8scJ,N. Stefanovic 1997 Ã¢??GeoMiner: A System Prototype for Spatial Data MiningÃ¢??,"J Han, K Koperski",Proc. ACM-SIGMOD Int. Conf. on Management of Data (SIGMOD&#39;97,N/A
CnAw9v-vEjwJ,Efficient computation of iceberg queries with complex measures,"J Han, J Pei, G Dong, K Wang","Proceedings of the 2001 ACM SIGMOD International Conference  &hellip;,",N/A
ue3gCyIirokJ,Efficient Computation of Iceberg Cubes with Complex Measures,"J Han, J Pei, G Dong, K Wang","SIGMOD Conference,",2001
XyYCahzDAh8J,Computing Iceberg Data Cubes with Complex Measures,"J Han, J Pei, G Dong, K Wang","Proc. ACM-SIGMOD,",N/A
2xwKDuA0DI8J,"Mining frequent patterns without candidate generation,(slides)","J Han, J Pei, Y Yin","Proc of,",N/A
63XKDNdtzp8J,Mining Frequent Patterns without Candidate Generation,"H Jiawei, P Jian, Y Yiwen",N/A,N/A
aUm_NiRzVOIJ,Ming Frequent Patterns Without Candidate Generation,"P HANJ, Y YIN","Dallas, TX, USA: Proc. 2000 ACM-SIGMOD Int. Conf. on  &hellip;,",N/A
fKrgMlFaEJsJ,Mining frequent patterns without candidate generation (to appear),"J Han, J Pei, Y Yin",Proceedings of the 2000 ACM SIGMOD International Conference ,N/A
GlNt7w28aE8J,Mining Frequent Patterns without Candidate Generation. ACM SIGMOD Int,"J Han, J Pei, Y Yin","Conference on Management of Data, ACM,",N/A
hlrRtJigGbYJ,Mining Frequent Patterns without Candidate,"J Han, J Pei, Y Yin","Proc. 2000 ACMSIGMOD Int. Conf. on Management of Data ( &hellip;,",N/A
l4SlX8_cAeQJ,Mining Frequent Patterns without Candidate Generation: A Frequent-Pattern Tree Approach,"J Han, J Pei, Y Yin, R Mao","Data Mining and Knowledge Discovery,",2004
